brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
Dell,Vostro 7620 Laptop,16 Inches,Black,1000 GB,Core i7,40 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050,,,,"$1,281.52 "
Dell,Precision 7780 Laptop,17 Inches,Silver,512 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A1000,,,,"$2,624.08 "
Dell,Alienware m18 Ryzen Edition Laptop,18 Inches,Black,512 GB,AMD Ryzen 7,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4090,,,,"$3,072.76 "
Dell,Precision 7780 Laptop,17 Inches,Silver,1000 GB,Core i9,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4090,,,,"$3,378.36 "
Dell,Latitude 5440 Laptop,14 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Dedicated,,,,"$1,552.30 "
Dell,Alienware m16 Laptop,16 Inches,Black,1000 GB,Core i9,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,"$2,528.90 "
Dell,Latitude 5530 Laptop,15.6 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Dedicated,,,,"$1,996.29 "
Dell,Vostro 7620 Laptop,16 Inches,Black,1000 GB,Core i7,24 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,,"$1,251.66 "
Dell,Latitude 5530 Laptop,15.6 Inches,Black,2000 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,032.65 "
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
Dell,Latitude 5440 Laptop,14 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Dedicated,,,,"$1,670.17 "
Dell,Latitude 5431 Laptop,14 Inches,Black,1000 GB,Core i5,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,066.53 "
Dell,Inspiron 7415 2-in-1,14 Inches,Grey,256 GB,AMD Ryzen 7,8 GB,Windows 11 Pro,Wifi & Bluetooth,AMD Integrated Graphics,,,,$577.49 
Dell,Latitude 3440 Laptop,14 Inches,Black,1000 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,$871.03 
Dell,Precision 3581 Laptop,15.6 Inches,Silver,1000 GB,Core i7,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX 2000 Ada,,,,"$2,302.48 "
Dell,Latitude 7440 Laptop,14 Inches,Black,256 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,312.82 "
Dell,Latitude 5530 Laptop,15.6 Inches,Black,2000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$2,548.37 "
Dell,Latitude 5530 Laptop,15.6 Inches,Black,128 GB,Core i5,4 GB,Windows 11 Home,Wifi & Bluetooth,Dedicated,,,,"$1,898.56 "
Dell,Alienware m18 Ryzen Edition Laptop,18 Inches,Black,512 GB,AMD Ryzen 7,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4090,,,,"$3,072.76 "
Dell,Precision 7770 Laptop,17.3 Inches,Silver,512 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia RTX A4500,,,,"$3,376.64 "
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
Dell,Latitude 3420 Laptop,14 Inches,Black,256 GB,Core i5,8 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,$633.42 
Dell,Latitude 7340 Laptop,13.3 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,"$1,715.63 "
Dell,Latitude 3330 Laptop,13.3 Inches,Black,1000 GB,Core i3,4 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,$554.04 
Dell,Precision 7770 Laptop,17.3 Inches,Silver,512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia RTX A3000,,,,"$2,817.15 "
Dell,Alienware m18 Ryzen Edition Laptop,18 Inches,Black,1000 GB,AMD Ryzen 7,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,"$2,200.53 "
Dell,Latitude 5440 Laptop,14 Inches,Black,512 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,$997.74 
Dell,Precision 5760 Laptop,17 Inches,Silver,2000 GB,Intel Xeon,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A3000,,,,"$4,274.55 "
Dell,Latitude 5530 Laptop,15.6 Inches,Black,2000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,"$2,548.37 "
Dell,Latitude 5530 Laptop,15.6 Inches,Black,1000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Dedicated,,,,"$2,161.58 "
Dell,Latitude 5330 Laptop,13.3 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,"$1,535.10 "
Dell,Latitude 7440 Laptop,14 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,"$1,420.42 "
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5,$389.99 
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,$389.99 
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 
Dell,Precision 7770 Laptop,17.3 Inches,Silver,2000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia RTX A4500,,,,"$3,378.36 "
Dell,Precision 7670 Laptop,16 Inches,Silver,1000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia RTX A2000,,,,"$1,782.43 "
Dell,Alienware m16 Ryzen Edition Laptop,16 Inches,Silver,1000 GB,AMD Ryzen 7,16 GB,Windows 11 Pro,Wifi & Bluetooth,AMD Radeon RX 7600,,,,"$1,811.42 "
Dell,Latitude 5531 Laptop,15.6 Inches,Black,1000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,786.59 "
Dell,Latitude 7340 2-in-1,13.3 Inches,Black,256 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,"$1,944.65 "
Dell,Latitude 5440 Laptop,14 Inches,Black,256 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Dedicated,,,,"$1,589.67 "
Dell,Vostro 7620 Laptop,16 Inches,Black,2000 GB,Core i7,40 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,,"$1,366.70 "
Dell,Alienware m18 Ryzen Edition Laptop,18 Inches,Black,512 GB,AMD Ryzen 7,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4090,,,,"$2,994.02 "
Dell,Latitude 7430 Laptop,14 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,"$1,774.79 "
Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,1000 GB,Core i9,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,"$3,417.95 "
Dell,Latitude 5530 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,$953.82 
Dell,Precision 7770 Laptop,17.3 Inches,Silver,512 GB,Core i9,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia RTX A3000,,,,"$2,815.30 "
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,$899.99 
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
Dell,Vostro 3520 Laptop,15.6 Inches,Black,1000 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$968.87 
Dell,Vostro 7620 Laptop,16 Inches,Black,1000 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,,"$11,261.24 "
Dell,Precision 7770 Laptop,17.3 Inches,Silver,1000 GB,Core i9,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A3000,,,,"$2,815.30 "
Dell,Latitude 5540 Laptop,15.6 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,$788.28 
Dell,Latitude 5440 Laptop,14 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,$934.67 
Dell,Precision 3470 Laptop,14 Inches,Silver,256 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,"$1,096.11 "
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
Dell,Latitude 5530 Laptop,15.6 Inches,Black,2000 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,032.65 "
Dell,Latitude 5440 Laptop,14 Inches,Black,512 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,341.23 "
Dell,Latitude 7440 Laptop,14 Inches,Black,512 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,238.73 "
Dell,XPS 9730 Laptop,17 Inches,Platinum Silver,512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4050,,,,"$2,293.45 "
Dell,Latitude 5540 Laptop,15.6 Inches,Black,1000 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,"$1,296.33 "
Dell,Latitude 5531 Laptop,15.6 Inches,Black,1000 GB,Core i5,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,"$1,493.99 "
Dell,Precision 7770 Laptop,17.3 Inches,Silver,1000 GB,Core i9,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia RTX A3000,,,,"$2,815.30 "
Dell,Precision 7780 Laptop,17 Inches,Silver,32 GB,Core i9,128 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$4,618.90 "
Dell,Precision 7770 Laptop,17.3 Inches,Silver,1000 GB,Core i9,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia RTX A3000,,,,"$2,815.30 "
Dell,Vostro 7620 Laptop,16 Inches,Black,512 GB,Core i7,24 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,,"$1,201.13 "
Dell,Vostro 7620 Laptop,16 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,168.52 "
Dell,Precision 7780 Laptop,17 Inches,Silver,1000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$2,815.30 "
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5,$389.99 
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,$389.99 
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 
Dell,Precision 7780 Laptop,17 Inches,Silver,4000 GB,Core i9,128 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,"$4,736.68 "
Dell,Precision 7780 Laptop,17 Inches,Silver,2000 GB,Core i9,64 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,"$4,779.89 "
Dell,Latitude 5530 Laptop,15.6 Inches,Black,1000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$2,440.56 "
Dell,Vostro 7620 Laptop,16 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050,,,,"$1,168.52 "
Dell,Vostro 7620 Laptop,16 Inches,Black,4000 GB,Core i7,40 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050,,,,"$1,519.14 "
Dell,Precision 5770 Laptop,17 Inches,Silver,2000 GB,Core i7,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A2000,,,,"$2,691.43 "
Dell,Vostro 7620 Laptop,16 Inches,Black,1000 GB,Core i7,24 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050,,,,"$1,246.60 "
Dell,Alienware m18 Ryzen Edition Laptop,18 Inches,Black,1000 GB,AMD Ryzen 7,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4090,,,,"$3,184.81 "
Dell,Vostro 7620 Laptop,16 Inches,Black,1000 GB,Core i7,40 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,,"$1,297.89 "
Dell,Latitude 5540 Laptop,15.6 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,"$1,278.60 "
Dell,XPS 9320 Laptop,13.4 Inches,Graphite,1000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,558.96 "
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
Dell,Latitude 7440 Laptop,14 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,"$1,230.13 "
Dell,Precision 7780 Laptop,17 Inches,Silver,512 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX 4000 Ada,,,,"$2,815.30 "
Dell,Precision 7770 Laptop,17.3 Inches,Silver,512 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia RTX A4500,,,,"$3,346.83 "
Dell,Latitude 3520 Laptop,15.6 Inches,Black,256 GB,Core i3,8 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,$672.21 
Dell,Latitude 7430 Laptop,14 Inches,Black,256 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,"$1,345.97 "
Dell,Vostro 7620 Laptop,16 Inches,Black,512 GB,Core i7,24 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050,,,,"$1,201.13 "
Dell,Alienware m18 Ryzen Edition Laptop,18 Inches,Black,4000 GB,AMD Ryzen 7,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4090,,,,"$3,600.31 "
Dell,Latitude Rugged Extreme 7330 Laptop,13.3 Inches,Black,512 GB,Core i5,8 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,5,"$2,031.80 "
Dell,Vostro 7620 Laptop,16 Inches,Black,1000 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,,"$11,261.24 "
Dell,Precision 3580 Laptop,15.6 Inches,Silver,512 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX A500,,,,"$2,134.20 "
Dell,Alienware m18 Ryzen Edition Laptop,18 Inches,Black,2000 GB,AMD Ryzen 7,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4080,,,,"$2,728.74 "
Dell,Latitude 5340 2-in-1,13.3 Inches,Black,512 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,507.90 "
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5,$389.99 
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,$389.99 
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 
Dell,Precision 7770 Laptop,17.3 Inches,Silver,1000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia RTX A3000,,,,"$3,431.25 "
Dell,Precision 5770 Laptop,17 Inches,Silver,1000 GB,Core i9,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A3000,,,,"$3,164.87 "
Dell,Latitude 5340 Laptop,13.3 Inches,Black,256 GB,Core i5,,Windows 11 Pro,,Integrated,Intel Integrated Graphics,3.5 GHz,,"$1,052.58 "
Dell,Vostro 7620 Laptop,16 Inches,Black,4000 GB,Core i7,40 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050,,,,"$1,513.50 "
Dell,Latitude 5530 Laptop,15.6 Inches,Black,1000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$2,617.36 "
Dell,Precision 7780 Laptop,17 Inches,Silver,512 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX 2000 Ada,,,,"$2,902.90 "
Dell,Latitude 5530 Laptop,15.6 Inches,Black,128 GB,Core i7,8 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$2,467.69 "
Dell,XPS 9315 2-in-1,13 Inches,Platinum Silver,512 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,"$1,341.66 "
Dell,Vostro 7620 Laptop,16 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,,"$1,168.52 "
Dell,Inspiron 5620 Laptop,16 Inches,"Grey, Gray, Platinum Silver",512 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$961.90 
Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,2000 GB,Core i9,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,"$3,466.81 "
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,$899.99 
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
Dell,Vostro 7620 Laptop,16 Inches,Black,2000 GB,Core i7,40 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,,"$1,359.21 "
Dell,Alienware m16 Ryzen Edition Laptop,16 Inches,Silver,1000 GB,AMD Ryzen 7,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,"$2,270.21 "
Dell,Precision 7780 Laptop,17 Inches,Silver,2000 GB,Core i9,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$4,779.89 "
Dell,Vostro 7620 Laptop,16 Inches,Black,1000 GB,Core i7,24 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,,"$1,244.23 "
Dell,Alienware m18 Laptop,18 Inches,Black,4000 GB,Core i9,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4080,,,,"$3,133.16 "
Dell,Vostro 7620 Laptop,16 Inches,Black,512 GB,Core i7,24 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050,,,,"$1,193.72 "
Dell,Latitude 7440 Laptop,14 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,"$1,230.13 "
Dell,Alienware m16 Laptop,16 Inches,Black,1000 GB,Core i9,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,"$2,528.90 "
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,128 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$736.85 
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$796.78 
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$822.44 
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5,$389.99 
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,$389.99 
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,256 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$673.09 
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$689.33 
Dell,Inspiron 3502 Laptop,15.6 Inches,Black,128 GB,Celeron,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,$903.92 
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,8000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,815.25 "
Dell,XPS 9510 Laptop,15.6 Inches,Platinum Silver,2000 GB,Core i9,64 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,,"$3,402.13 "
Dell,Latitude 5520 Laptop,15.6 Inches,Black,1000 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,902.99 "
Dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,823.99 "
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$715.58 
Dell,Vostro 3510 Laptop,15.6 Inches,Black,512 GB,Core i7,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$928.99 
Dell,Inspiron 5410 2-in-1,14 Inches,"Grey, Platinum Silver",1000 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$841.21 
Dell,Latitude 5520 Laptop,15.6 Inches,Black,8000 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$2,956.99 "
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,$899.99 
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
Dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$2,567.99 "
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$814.33 
